kList(3),            Time(us),                Time%,   Calls (Top 249, sorted by time)
-------------------------------------------------------------
('aten::zero_', 'aten::fill_', 'aten::transpose'), 1387.1039999999048, 0.08737648054187336%, 21
('aten::as_strided', 'aten::relu_', 'aten::threshold_'), 1297.3749999998581, 0.0817242697324846%, 15
('aten::transpose', 'aten::as_strided', 'aten::addmm'), 1256.4400000000023, 0.07914569146368196%, 3
('aten::addmm', 'aten::empty', 'aten::expand'), 1254.6999999999243, 0.07903608535184774%, 3
('aten::as_strided', 'aten::addmm', 'aten::empty'), 1248.3960000000225, 0.07863898366853674%, 3
('aten::expand', 'aten::as_strided', 'aten::mul'), 1242.368000000044, 0.07825926778226969%, 27
('aten::div_', 'aten::to', 'aten::empty_strided'), 1220.7840000002661, 0.07689964805945401%, 39
('aten::mm', 'aten::empty', 'aten::relu_'), 1201.6319999999905, 0.07569322492509484%, 27
('aten::fill_', 'aten::div_', 'aten::to'), 1189.0660000002063, 0.07490166722324233%, 36
('aten::mm', 'aten::empty', 'aten::add'), 1149.9539999998387, 0.07243792340375504%, 27
('aten::empty_strided', 'aten::copy_', 'aten::conv2d'), 1099.3310000000201, 0.06924907846173504%, 3
('aten::as_strided', 'aten::mul', 'aten::empty'), 1095.438999999974, 0.06900391352653694%, 27
('aten::zero_', 'aten::fill_', 'aten::view'), 1062.6019999999262, 0.0669354446218565%, 15
('aten::empty', 'aten::empty_like', 'aten::empty'), 1003.9499999999971, 0.06324083676495743%, 210
('aten::as_strided', 'aten::empty_like', 'aten::empty'), 897.5939999995862, 0.056541257667393%, 105
('aten::addmm_', 'aten::add', 'aten::to'), 881.0800000000163, 0.05550100747733442%, 3
('aten::copy_', 'aten::addmm_', 'aten::add'), 866.7880000000732, 0.05460072555189871%, 3
('aten::as_strided', 'aten::addmm_', 'aten::add'), 840.1669999997684, 0.05292381503290951%, 18
('aten::fill_', 'aten::zero_', 'aten::fill_'), 837.8439999999828, 0.052777484574429066%, 8
('aten::copy_', 'aten::empty', 'aten::add'), 822.1549999997515, 0.0517892027994203%, 27
('aten::select', 'aten::as_strided', 'aten::empty_like'), 819.1069999998958, 0.05159720312767325%, 105
('aten::select', 'aten::as_strided', 'aten::reshape'), 798.0799999998744, 0.050272669959031256%, 144
('aten::empty', 'aten::fill_', 'aten::div_'), 796.869999999898, 0.05019644961689858%, 30
('aten::as_strided', 'aten::copy_', 'aten::addmm_'), 795.3609999999317, 0.05010139466129701%, 3
('aten::select', 'aten::as_strided', 'aten::relu_'), 750.0059999999321, 0.047244391671631566%, 15
