kList(2),            Time(us),                Time%,   Calls (Top 99, sorted by time)
('aten::_cumsum', 'aten::empty_like'), 19.591000000000008, 0.0499479423173801%, 1
('aten::copy_', 'aten::mul'), 18.378000000000043, 0.04685535623035134%, 1
('aten::slice', 'aten::as_strided'), 18.339000000000027, 0.04675592436110635%, 3
('aten::fill_', 'aten::max'), 17.954000000000008, 0.04577435334420102%, 1
('aten::sum', 'aten::empty'), 16.74599999999998, 0.04269451493271634%, 1
('aten::as_strided', 'aten::sum'), 16.499000000000024, 0.042064779760831755%, 1
('aten::zeros_like', 'aten::empty_like'), 15.781999999999925, 0.04023676308778973%, 1
('aten::empty_like', 'aten::empty_strided'), 15.364999999999952, 0.03917360694740148%, 2
('aten::empty', 'aten::arange'), 15.050000000000182, 0.03837050338811593%, 1
('aten::_log_softmax_backward_data', 'aten::empty'), 14.989999999999895, 0.038217531281584505%, 1
('aten::copy_', 'aten::index_select'), 14.897999999999229, 0.03798297405156907%, 1
('aten::arange', 'aten::resize_'), 14.843000000000757, 0.03784274962058651%, 1
('aten::copy_', 'aten::resize_'), 14.653999999999542, 0.03736088748501172%, 1
('aten::to', 'aten::_cumsum'), 14.573000000000036, 0.03715437514119655%, 1
('aten::as_strided', 'aten::sub'), 14.08499999999998, 0.0359102020080801%, 1
('aten::select', 'aten::as_strided'), 13.245999999999981, 0.033771142051759254%, 3
('aten::sub', 'aten::empty'), 13.210999999999984, 0.03368190832294969%, 1
('aten::empty', 'aten::to'), 12.79600000000005, 0.032623851252779223%, 1
('aten::copy_', 'aten::select'), 12.632000000000005, 0.03220572749492855%, 1
('aten::index_select', 'aten::empty'), 11.27599999999984, 0.028748557887334474%, 1
('aten::conj', 'aten::mul'), 10.942999999999756, 0.027899562696088915%, 1
('aten::expand_as', 'aten::expand'), 10.75200000000001, 0.027412601490300188%, 1
('aten::empty', 'aten::empty'), 9.408999999998969, 0.02398857583911886%, 3
('aten::as_strided', 'aten::expand_as'), 8.870999999999981, 0.022616925950562892%, 1
('aten::empty', 'aten::fill_'), 8.866000000000042, 0.022604178275018826%, 3
('aten::expand', 'aten::as_strided'), 8.72600000000017, 0.022247243359780868%, 2
('aten::empty', 'aten::zeros'), 8.229999999999961, 0.020982673945793274%, 1
('aten::resize_', 'aten::ones_like'), 8.152999999999906, 0.020786359742412077%, 1
('aten::as_strided', 'aten::empty_like'), 8.138000000000005, 0.020748116715779658%, 1
('aten::zero_', 'aten::slice'), 7.845000000000027, 0.020001102928888164%, 1
('aten::empty_strided', 'aten::fill_'), 7.383999999999986, 0.01882576724371057%, 2
('aten::as_strided', 'aten::div_'), 7.295000000000016, 0.01859885861902345%, 1
('aten::copy_', 'aten::unsqueeze'), 7.256000000000029, 0.018499426749778534%, 1
('aten::maximum', 'aten::empty'), 6.437000000000012, 0.01641135749563453%, 1
('aten::fill_', 'aten::view'), 6.134999999999991, 0.015641397892763323%, 1
('aten::unsqueeze', 'aten::as_strided'), 5.988999999999976, 0.015269165766871933%, 1
('aten::as_strided', 'aten::slice'), 5.61099999999999, 0.014305441495728603%, 1
('aten::sub_', 'aten::select'), 5.499000000000024, 0.014019893563538064%, 1
('aten::index_add_', 'aten::select'), 5.473999999999933, 0.013956155185816709%, 1
('aten::fill_', 'aten::index_add_'), 4.846999999999952, 0.012357596672571015%, 1
('aten::zero_', 'aten::resize_as_'), 4.809000000000083, 0.012260714338435246%, 1
('aten::fill_', 'aten::sub_'), 4.6910000000000025, 0.011959869195591345%, 1
('aten::resize_as_', 'aten::resize_'), 4.6200000000000045, 0.011778852202863364%, 1
('aten::copy_', 'aten::empty'), 4.593000000000018, 0.011710014754924586%, 1
('aten::resize_', 'aten::zero_'), 4.41700000000003, 0.011261296575767918%, 2
('aten::empty', 'aten::slice'), 3.9550000000000125, 0.010083411355481537%, 1
('aten::empty', 'aten::expand'), 3.8840000000001282, 0.009902394362753846%, 1
('aten::as_strided', 'aten::sub_'), 3.8670000000000186, 0.009859052265903204%, 1
('aten::as_strided', 'aten::conj'), 3.4090000000001055, 0.00869136518605247%, 2
('aten::resize_', 'aten::as_strided'), 2.316000000000713, 0.005904723312086563%, 1
('aten::resize_', 'aten::resize_'), 1.4939999999999145, 0.0038090054526140346%, 1
Total time: 39222.836999999985us
